Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
Bad,< 0 DM,12,all credits at this bank paid back duly,Radio/Television,2149,< 100 DM,1<=...<4 years,4,male: divorced/separated,none,<= 1 year,unknown / no property,29,none,for free,1,skilled employee / official,1,Yes,Yes
Bad,No checking account,24,existing credits paid back duly till now,Radio/Television,2397,500<= ... < 1000 DM,>=7years,3,male: single,none,1<...<=2 years,car or other,35,bank,own,2,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,6,all credits at this bank paid back duly,New car,931,100<= ... < 500 DM,< 1 year,1,female: divorced/separated/married,none,<= 1 year,savings agreement/ life insurance,32,stores,own,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,15,delay in paying off in the past,Repairs,1512,=>1000 DM,1<=...<4 years,3,male: married/widowed,none,2<...<=3 years,savings agreement/ life insurance,61,stores,own,2,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,24,no credits taken,Business,4241,< 100 DM,1<=...<4 years,1,male: single,none,>4years,real estate,36,none,own,3,unskilled - resident,1,No,Yes
Bad,0 <=...<200 DM,24,critical account,Furniture/Equipment,4736,< 100 DM,< 1 year,2,female: divorced/separated/married,none,>4years,car or other,25,bank,own,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,15,no credits taken,New car,1778,< 100 DM,< 1 year,2,female: divorced/separated/married,none,<= 1 year,real estate,26,none,rent,2,unemployed/ unskilled - non-resident,1,Yes,Yes
Bad,> 200 DM,15,existing credits paid back duly till now,Radio/Television,2327,< 100 DM,< 1 year,2,female: divorced/separated/married,none,2<...<=3 years,real estate,25,none,own,1,unskilled - resident,1,Yes,Yes
Bad,< 0 DM,24,all credits at this bank paid back duly,Furniture/Equipment,6872,< 100 DM,< 1 year,2,male: divorced/separated,none,<= 1 year,savings agreement/ life insurance,55,bank,own,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,Education,795,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,53,none,own,1,skilled employee / official,1,Yes,Yes
Bad,> 200 DM,30,delay in paying off in the past,Business,1908,< 100 DM,>=7years,4,male: single,none,>4years,real estate,66,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,36,no credits taken,Business,1953,< 100 DM,>=7years,4,male: single,none,>4years,unknown / no property,61,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,> 200 DM,18,existing credits paid back duly till now,Furniture/Equipment,2864,< 100 DM,1<=...<4 years,2,male: single,none,<= 1 year,real estate,34,none,own,1,unskilled - resident,2,Yes,Yes
Bad,> 200 DM,21,critical account,Education,2319,< 100 DM,< 1 year,2,male: divorced/separated,none,<= 1 year,car or other,33,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,New car,915,unknown/ no savings account,>=7years,4,female: divorced/separated/married,none,1<...<=2 years,car or other,29,bank,own,1,skilled employee / official,1,Yes,Yes
Bad,> 200 DM,24,existing credits paid back duly till now,New car,947,< 100 DM,4<=...<7 years,4,male: single,none,2<...<=3 years,unknown / no property,38,bank,for free,1,skilled employee / official,2,Yes,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,New car,1381,unknown/ no savings account,1<=...<4 years,4,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,New car,1285,unknown/ no savings account,4<=...<7 years,4,female: divorced/separated/married,none,>4years,unknown / no property,32,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,New car,1371,unknown/ no savings account,1<=...<4 years,4,female: divorced/separated/married,none,>4years,real estate,25,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,18,existing credits paid back duly till now,New car,1042,unknown/ no savings account,1<=...<4 years,4,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,New car,900,unknown/ no savings account,1<=...<4 years,4,male: married/widowed,none,1<...<=2 years,car or other,23,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,New car,1207,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,18,no credits taken,New car,2278,100<= ... < 500 DM,< 1 year,3,female: divorced/separated/married,none,2<...<=3 years,car or other,28,none,own,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,60,delay in paying off in the past,Business,6836,< 100 DM,>=7years,3,male: single,none,>4years,unknown / no property,63,none,own,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,Furniture/Equipment,3345,< 100 DM,>=7years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,39,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,6,all credits at this bank paid back duly,Education,1198,< 100 DM,>=7years,4,female: divorced/separated/married,none,>4years,unknown / no property,35,none,for free,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,48,existing credits paid back duly till now,Business,15672,< 100 DM,1<=...<4 years,2,male: single,none,1<...<=2 years,car or other,23,none,own,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,60,existing credits paid back duly till now,Business,7297,< 100 DM,>=7years,4,male: single,co-applicant,>4years,unknown / no property,36,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,No checking account,18,existing credits paid back duly till now,Repairs,1943,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,real estate,23,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Radio/Television,3190,< 100 DM,1<=...<4 years,2,female: divorced/separated/married,none,1<...<=2 years,real estate,24,none,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,9,all credits at this bank paid back duly,Used car,5129,< 100 DM,>=7years,2,female: divorced/separated/married,none,>4years,unknown / no property,74,bank,for free,1,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Bad,No checking account,18,delay in paying off in the past,Furniture/Equipment,1808,< 100 DM,4<=...<7 years,4,female: divorced/separated/married,none,<= 1 year,real estate,22,none,own,1,skilled employee / official,1,Yes,Yes
Bad,> 200 DM,10,existing credits paid back duly till now,New car,1240,100<= ... < 500 DM,>=7years,1,female: divorced/separated/married,none,>4years,unknown / no property,48,none,for free,1,unskilled - resident,2,Yes,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,New car,759,< 100 DM,4<=...<7 years,4,male: single,none,1<...<=2 years,real estate,26,none,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,8,existing credits paid back duly till now,Furniture/Equipment,1237,< 100 DM,1<=...<4 years,3,female: divorced/separated/married,none,>4years,real estate,24,none,own,1,skilled employee / official,1,Yes,Yes
Bad,No checking account,9,existing credits paid back duly till now,Furniture/Equipment,1980,< 100 DM,< 1 year,2,female: divorced/separated/married,co-applicant,1<...<=2 years,car or other,19,none,rent,2,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,48,existing credits paid back duly till now,Radio/Television,10961,=>1000 DM,4<=...<7 years,1,male: single,co-applicant,1<...<=2 years,unknown / no property,27,bank,own,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,36,delay in paying off in the past,Education,6887,< 100 DM,1<=...<4 years,4,male: single,none,2<...<=3 years,savings agreement/ life insurance,29,stores,own,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,Radio/Television,1938,< 100 DM,< 1 year,4,male: divorced/separated,none,2<...<=3 years,savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,21,existing credits paid back duly till now,Radio/Television,1835,< 100 DM,1<=...<4 years,3,female: divorced/separated/married,none,1<...<=2 years,real estate,25,none,own,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,24,delay in paying off in the past,Radio/Television,1659,< 100 DM,< 1 year,4,female: divorced/separated/married,none,1<...<=2 years,car or other,29,none,rent,1,unskilled - resident,1,No,Yes
Bad,0 <=...<200 DM,6,delay in paying off in the past,New car,1209,< 100 DM,unemployed,4,male: single,none,>4years,savings agreement/ life insurance,47,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,48,no credits taken,Business,3844,100<= ... < 500 DM,4<=...<7 years,4,male: single,none,>4years,unknown / no property,34,none,for free,1,unskilled - resident,2,Yes,Yes
Bad,< 0 DM,12,critical account,New car,4843,< 100 DM,>=7years,3,male: single,co-applicant,>4years,savings agreement/ life insurance,43,none,rent,2,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,Repairs,639,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,car or other,30,none,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,48,existing credits paid back duly till now,Radio/Television,5951,< 100 DM,1<=...<4 years,2,female: divorced/separated/married,none,1<...<=2 years,real estate,22,none,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,36,no credits taken,Radio/Television,3804,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,<= 1 year,car or other,42,none,own,1,skilled employee / official,1,No,Yes
Bad,No checking account,36,delay in paying off in the past,Radio/Television,4463,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,car or other,26,none,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,No checking account,36,delay in paying off in the past,Business,7980,unknown/ no savings account,< 1 year,4,male: single,none,>4years,car or other,27,none,rent,2,skilled employee / official,1,No,Yes
Bad,> 200 DM,36,existing credits paid back duly till now,Radio/Television,4210,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,car or other,26,none,own,1,skilled employee / official,1,Yes,Yes
Bad,No checking account,6,existing credits paid back duly till now,Furniture/Equipment,4611,< 100 DM,< 1 year,1,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,Used car,11560,< 100 DM,1<=...<4 years,1,female: divorced/separated/married,none,>4years,car or other,23,none,rent,2,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Bad,No checking account,18,no credits taken,Business,4165,< 100 DM,1<=...<4 years,2,male: single,none,1<...<=2 years,car or other,36,stores,own,2,skilled employee / official,2,Yes,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,Furniture/Equipment,4057,< 100 DM,4<=...<7 years,3,male: divorced/separated,none,2<...<=3 years,car or other,43,none,own,1,skilled employee / official,1,No,Yes
Bad,No checking account,18,all credits at this bank paid back duly,New car,6458,< 100 DM,>=7years,2,male: single,none,>4years,unknown / no property,39,bank,own,2,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Bad,No checking account,12,existing credits paid back duly till now,New car,1386,500<= ... < 1000 DM,1<=...<4 years,2,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,36,existing credits paid back duly till now,Education,1977,unknown/ no savings account,>=7years,4,male: single,none,>4years,unknown / no property,40,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,18,critical account,Furniture/Equipment,1928,< 100 DM,< 1 year,2,male: single,none,1<...<=2 years,real estate,31,none,own,2,unskilled - resident,1,Yes,Yes
Bad,No checking account,12,existing credits paid back duly till now,Furniture/Equipment,1123,500<= ... < 1000 DM,1<=...<4 years,4,female: divorced/separated/married,none,>4years,car or other,29,none,rent,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,Others,11328,< 100 DM,1<=...<4 years,2,male: single,co-applicant,2<...<=3 years,car or other,29,bank,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,24,critical account,Others,11938,< 100 DM,1<=...<4 years,2,male: single,co-applicant,2<...<=3 years,car or other,39,none,own,2,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Bad,0 <=...<200 DM,27,critical account,Radio/Television,2520,500<= ... < 1000 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,23,none,own,2,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,30,delay in paying off in the past,Radio/Television,1919,100<= ... < 500 DM,< 1 year,4,male: single,none,2<...<=3 years,unknown / no property,30,stores,own,2,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Bad,0 <=...<200 DM,60,all credits at this bank paid back duly,Others,14782,100<= ... < 500 DM,>=7years,3,female: divorced/separated/married,none,>4years,unknown / no property,60,bank,for free,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,36,existing credits paid back duly till now,Radio/Television,2671,100<= ... < 500 DM,1<=...<4 years,4,female: divorced/separated/married,co-applicant,>4years,unknown / no property,50,none,for free,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,36,existing credits paid back duly till now,Education,12612,100<= ... < 500 DM,1<=...<4 years,1,male: single,none,>4years,unknown / no property,47,none,for free,1,skilled employee / official,2,No,Yes
Bad,0 <=...<200 DM,45,existing credits paid back duly till now,Radio/Television,3031,100<= ... < 500 DM,1<=...<4 years,4,male: single,guarantor,>4years,savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,12,all credits at this bank paid back duly,Radio/Television,626,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,>4years,real estate,24,bank,own,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,24,critical account,Business,1935,< 100 DM,>=7years,4,male: divorced/separated,none,>4years,real estate,31,none,own,2,skilled employee / official,1,No,Yes
Bad,> 200 DM,24,critical account,New car,1344,unknown/ no savings account,4<=...<7 years,4,male: single,none,1<...<=2 years,real estate,37,bank,own,2,unskilled - resident,2,Yes,Yes
Bad,No checking account,18,existing credits paid back duly till now,Furniture/Equipment,1533,< 100 DM,< 1 year,4,male: married/widowed,co-applicant,<= 1 year,savings agreement/ life insurance,43,none,own,1,unskilled - resident,2,Yes,Yes
Bad,< 0 DM,48,existing credits paid back duly till now,New car,3931,< 100 DM,4<=...<7 years,4,male: single,none,>4years,unknown / no property,46,none,for free,1,skilled employee / official,2,Yes,Yes
Bad,< 0 DM,24,all credits at this bank paid back duly,Furniture/Equipment,3349,500<= ... < 1000 DM,< 1 year,4,male: single,none,>4years,unknown / no property,30,none,for free,1,skilled employee / official,2,No,Yes
Bad,< 0 DM,36,existing credits paid back duly till now,Radio/Television,2302,< 100 DM,1<=...<4 years,4,male: divorced/separated,none,>4years,car or other,31,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,42,existing credits paid back duly till now,Radio/Television,3965,< 100 DM,< 1 year,4,male: single,none,2<...<=3 years,car or other,34,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,Radio/Television,727,100<= ... < 500 DM,< 1 year,4,male: married/widowed,none,2<...<=3 years,unknown / no property,33,none,own,1,unskilled - resident,1,No,Yes
Bad,No checking account,48,existing credits paid back duly till now,Business,3914,unknown/ no savings account,1<=...<4 years,4,male: divorced/separated,none,1<...<=2 years,real estate,38,bank,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,48,existing credits paid back duly till now,Business,4308,< 100 DM,< 1 year,3,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,1534,< 100 DM,< 1 year,1,male: married/widowed,none,<= 1 year,real estate,23,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,No checking account,18,critical account,New car,2775,< 100 DM,4<=...<7 years,2,male: single,none,1<...<=2 years,savings agreement/ life insurance,31,bank,own,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,40,critical account,Education,5998,< 100 DM,1<=...<4 years,4,male: single,none,2<...<=3 years,unknown / no property,27,bank,own,1,skilled employee / official,1,No,Yes
Bad,> 200 DM,15,critical account,Radio/Television,1271,unknown/ no savings account,1<=...<4 years,3,male: single,none,>4years,unknown / no property,39,none,for free,2,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,New car,1295,< 100 DM,< 1 year,3,female: divorced/separated/married,none,<= 1 year,car or other,25,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,36,existing credits paid back duly till now,Used car,9398,< 100 DM,< 1 year,1,male: married/widowed,none,>4years,car or other,28,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,Furniture/Equipment,951,100<= ... < 500 DM,< 1 year,4,female: divorced/separated/married,none,>4years,car or other,27,bank,rent,4,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,24,existing credits paid back duly till now,New car,1355,< 100 DM,< 1 year,3,female: divorced/separated/married,none,>4years,car or other,25,none,own,1,unskilled - resident,1,No,Yes
Bad,< 0 DM,48,existing credits paid back duly till now,Domestic Appliances,3051,< 100 DM,1<=...<4 years,3,male: single,none,>4years,car or other,54,none,own,1,skilled employee / official,1,Yes,Yes
Bad,No checking account,36,critical account,New car,7855,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,1<...<=2 years,real estate,25,stores,own,2,skilled employee / official,1,No,Yes
Bad,No checking account,18,existing credits paid back duly till now,Radio/Television,433,< 100 DM,unemployed,3,female: divorced/separated/married,co-applicant,>4years,real estate,22,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,No checking account,36,delay in paying off in the past,Business,9572,< 100 DM,< 1 year,1,male: divorced/separated,none,<= 1 year,car or other,28,none,own,2,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,24,all credits at this bank paid back duly,Education,1837,< 100 DM,4<=...<7 years,4,female: divorced/separated/married,none,>4years,unknown / no property,34,bank,for free,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,30,critical account,New car,4249,< 100 DM,unemployed,4,male: married/widowed,none,1<...<=2 years,car or other,28,none,own,2,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Bad,0 <=...<200 DM,30,critical account,New car,5234,< 100 DM,unemployed,4,male: married/widowed,none,1<...<=2 years,car or other,28,none,own,2,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Bad,< 0 DM,48,existing credits paid back duly till now,Radio/Television,6758,< 100 DM,1<=...<4 years,3,female: divorced/separated/married,none,1<...<=2 years,car or other,31,none,own,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,9,existing credits paid back duly till now,Radio/Television,1366,< 100 DM,< 1 year,3,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,all credits at this bank paid back duly,Others,1358,unknown/ no savings account,>=7years,4,male: single,none,2<...<=3 years,car or other,40,stores,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Furniture/Equipment,2473,< 100 DM,unemployed,4,male: single,none,<= 1 year,car or other,25,none,own,1,unemployed/ unskilled - non-resident,1,Yes,Yes
Bad,> 200 DM,9,no credits taken,Radio/Television,1337,< 100 DM,< 1 year,4,male: single,none,1<...<=2 years,car or other,34,none,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,48,existing credits paid back duly till now,New car,7763,< 100 DM,>=7years,4,male: single,none,>4years,unknown / no property,42,bank,for free,1,management/ self-employed/highly qualified employee/ officer,1,Yes,Yes
Bad,0 <=...<200 DM,15,all credits at this bank paid back duly,New car,1264,100<= ... < 500 DM,1<=...<4 years,2,male: married/widowed,none,1<...<=2 years,savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,15,existing credits paid back duly till now,New car,2631,100<= ... < 500 DM,1<=...<4 years,2,female: divorced/separated/married,none,>4years,car or other,28,none,rent,2,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,48,existing credits paid back duly till now,New car,6560,100<= ... < 500 DM,4<=...<7 years,3,male: single,none,1<...<=2 years,savings agreement/ life insurance,24,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,New car,3123,< 100 DM,< 1 year,4,female: divorced/separated/married,none,<= 1 year,savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,36,critical account,Education,8065,< 100 DM,1<=...<4 years,3,female: divorced/separated/married,none,1<...<=2 years,unknown / no property,25,none,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,Radio/Television,2439,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,real estate,35,none,own,1,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,36,existing credits paid back duly till now,Furniture/Equipment,9034,100<= ... < 500 DM,< 1 year,4,male: single,co-applicant,<= 1 year,unknown / no property,29,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,60,existing credits paid back duly till now,New car,14027,< 100 DM,4<=...<7 years,4,male: single,none,1<...<=2 years,unknown / no property,27,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,< 0 DM,36,critical account,Used car,9629,< 100 DM,4<=...<7 years,4,male: single,none,>4years,car or other,24,none,own,2,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,1484,unknown/ no savings account,1<=...<4 years,2,male: married/widowed,none,<= 1 year,real estate,25,none,own,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Furniture/Equipment,1131,< 100 DM,unemployed,4,female: divorced/separated/married,none,1<...<=2 years,car or other,33,none,own,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,24,delay in paying off in the past,Furniture/Equipment,2064,< 100 DM,unemployed,3,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,34,none,own,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,0 <=...<200 DM,18,existing credits paid back duly till now,Used car,12976,< 100 DM,unemployed,3,female: divorced/separated/married,none,>4years,unknown / no property,38,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,No checking account,21,delay in paying off in the past,Business,2580,500<= ... < 1000 DM,< 1 year,4,male: single,none,1<...<=2 years,real estate,41,bank,own,1,unskilled - resident,2,Yes,Yes
Bad,No checking account,27,existing credits paid back duly till now,New car,2570,< 100 DM,1<=...<4 years,3,female: divorced/separated/married,none,2<...<=3 years,real estate,21,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,27,existing credits paid back duly till now,Business,3915,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,car or other,36,none,own,1,skilled employee / official,2,No,Yes
Bad,No checking account,10,existing credits paid back duly till now,New car,1309,unknown/ no savings account,1<=...<4 years,4,male: single,guarantor,>4years,savings agreement/ life insurance,27,none,own,1,unskilled - resident,1,Yes,Yes
Bad,< 0 DM,24,existing credits paid back duly till now,New car,4817,< 100 DM,4<=...<7 years,2,male: single,co-applicant,2<...<=3 years,savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,No,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,New car,2579,< 100 DM,< 1 year,4,male: single,none,<= 1 year,real estate,33,none,own,1,unskilled - resident,2,Yes,Yes
Bad,0 <=...<200 DM,36,delay in paying off in the past,New car,2225,< 100 DM,>=7years,4,male: single,none,>4years,unknown / no property,57,bank,for free,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Furniture/Equipment,4153,< 100 DM,1<=...<4 years,2,male: single,co-applicant,2<...<=3 years,car or other,42,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,18,no credits taken,Furniture/Equipment,3114,< 100 DM,< 1 year,1,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,18,critical account,Furniture/Equipment,2124,< 100 DM,1<=...<4 years,4,female: divorced/separated/married,none,>4years,real estate,24,none,rent,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,18,all credits at this bank paid back duly,Furniture/Equipment,1553,< 100 DM,1<=...<4 years,4,male: single,none,2<...<=3 years,car or other,44,bank,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,30,existing credits paid back duly till now,Furniture/Equipment,2406,< 100 DM,4<=...<7 years,4,female: divorced/separated/married,none,>4years,real estate,23,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,delay in paying off in the past,New car,1333,< 100 DM,unemployed,4,male: single,none,1<...<=2 years,real estate,43,none,for free,2,skilled employee / official,2,Yes,Yes
Bad,< 0 DM,48,no credits taken,Furniture/Equipment,7119,< 100 DM,1<=...<4 years,3,male: single,none,>4years,unknown / no property,53,none,for free,2,skilled employee / official,2,Yes,Yes
Bad,< 0 DM,24,delay in paying off in the past,New car,4870,< 100 DM,1<=...<4 years,3,male: single,none,>4years,unknown / no property,53,none,for free,2,skilled employee / official,2,Yes,Yes
Bad,< 0 DM,12,critical account,New car,691,< 100 DM,>=7years,4,male: single,none,2<...<=3 years,savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,42,delay in paying off in the past,Radio/Television,4370,< 100 DM,4<=...<7 years,3,male: single,none,1<...<=2 years,savings agreement/ life insurance,26,bank,own,2,skilled employee / official,2,No,Yes
Bad,< 0 DM,36,all credits at this bank paid back duly,Furniture/Equipment,2746,< 100 DM,>=7years,4,male: single,none,>4years,car or other,31,bank,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,24,no credits taken,Furniture/Equipment,4110,< 100 DM,>=7years,3,male: single,none,>4years,unknown / no property,23,bank,rent,2,skilled employee / official,2,Yes,Yes
Bad,< 0 DM,18,existing credits paid back duly till now,Furniture/Equipment,2462,< 100 DM,1<=...<4 years,2,male: single,none,1<...<=2 years,car or other,22,none,own,1,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,12,existing credits paid back duly till now,Furniture/Equipment,1282,< 100 DM,1<=...<4 years,2,female: divorced/separated/married,none,>4years,car or other,20,none,rent,1,skilled employee / official,1,Yes,Yes
Bad,0 <=...<200 DM,12,no credits taken,Furniture/Equipment,2969,< 100 DM,< 1 year,4,female: divorced/separated/married,none,2<...<=3 years,savings agreement/ life insurance,25,none,rent,2,skilled employee / official,1,Yes,Yes
Bad,< 0 DM,48,no credits taken,Used car,4605,< 100 DM,>=7years,3,male: single,none,>4years,unknown / no property,24,none,for free,2,skilled employee / official,2,Yes,Yes
Bad,< 0 DM,48,critical account,Used car,6331,< 100 DM,>=7years,4,male: single,none,>4years,unknown / no property,46,none,for free,2,skilled employee / official,1,No,Yes
Bad,< 0 DM,24,all credits at this bank paid back duly,Furniture/Equipment,3552,< 100 DM,4<=...<7 years,3,male: single,none,>4years,car or other,27,bank,own,1,skilled employee / official,1,Yes,Yes
